"/Users/gong/Documents/github/MTG/ICASSP2016/exampleAudios/03/teacher.mp3",0.011609977,-357.389
,0.017414966,-357.389
,0.023219955,-357.389
,0.029024943,-357.389
,0.034829932,-357.389
,0.040634921,-357.389
,0.046439909,-357.389
,0.052244898,-357.389
,0.058049887,-357.389
,0.063854875,-357.389
,0.069659864,-357.389
,0.075464853,-357.389
,0.081269841,-357.389
,0.087074830,-357.389
,0.092879819,-357.389
,0.098684807,-357.389
,0.104489796,-357.389
,0.110294785,-357.389
,0.116099773,-357.389
,0.121904762,-357.389
,0.127709751,-357.389
,0.133514739,-357.389
,0.139319728,-357.389
,0.145124717,-357.389
,0.150929705,-357.389
,0.156734694,-357.389
,0.162539683,-357.389
,0.168344671,-357.389
,0.174149660,-357.389
,0.179954649,-357.389
,0.185759637,-357.389
,0.191564626,-357.389
,0.197369615,-357.389
,0.203174603,-357.389
,0.208979592,-357.389
,0.214784580,-357.389
,0.220589569,-357.389
,0.226394558,-357.389
,0.232199546,-357.389
,0.238004535,-357.389
,0.243809524,-357.389
,0.249614512,-357.389
,0.255419501,-357.389
,0.261224490,-357.389
,0.267029478,357.766
,0.272834467,368.789
,0.278639456,374.334
,0.284444444,377.695
,0.290249433,380.156
,0.296054422,382.564
,0.301859410,384.856
,0.307664399,387.251
,0.313469388,389.157
,0.319274376,390.281
,0.325079365,390.624
,0.330884354,389.558
,0.336689342,387.793
,0.342494331,385.616
,0.348299320,383.76
,0.354104308,381.633
,0.359909297,379.316
,0.365714286,377.382
,0.371519274,375.508
,0.377324263,373.681
,0.383129252,371.938
,0.388934240,370.722
,0.394739229,370.301
,0.400544218,370.737
,0.406349206,371.705
,0.412154195,372.664
,0.417959184,373.894
,0.423764172,374.807
,0.429569161,375.009
,0.435374150,375.278
,0.441179138,375.375
,0.446984127,375.496
,0.452789116,376.268
,0.458594104,377.229
,0.464399093,378.33
,0.470204082,379.603
,0.476009070,380.796
,0.481814059,381.896
,0.487619048,383.416
,0.493424036,385.123
,0.499229025,387.057
,0.505034014,388.968
,0.510839002,391.346
,0.516643991,393.744
,0.522448980,396.434
,0.528253968,399.335
,0.534058957,402.021
,0.539863946,404.455
,0.545668934,406.169
,0.551473923,407.172
,0.557278912,407.142
,0.563083900,406.153
,0.568888889,404.737
,0.574693878,402.404
,0.580498866,400.976
,0.586303855,401.082
,0.592108844,401.742
,0.597913832,403.642
,0.603718821,406.733
,0.609523810,408.897
,0.615328798,409.148
,0.621133787,408.983
,0.626938776,408.125
,0.632743764,407.242
,0.638548753,407.863
,0.644353741,408.356
,0.650158730,408.584
,0.655963719,408.579
,0.661768707,409.267
,0.667573696,410.381
,0.673378685,412.307
,0.679183673,414.705
,0.684988662,418.033
,0.690793651,421.449
,0.696598639,425.932
,0.702403628,429.979
,0.708208617,433.339
,0.714013605,435.126
,0.719818594,435.487
,0.725623583,435.951
,0.731428571,436.389
,0.737233560,436.989
,0.743038549,437.499
,0.748843537,437.833
,0.754648526,438.128
,0.760453515,438.365
,0.766258503,438.576
,0.772063492,438.544
,0.777868481,438.042
,0.783673469,437.155
,0.789478458,436.057
,0.795283447,434.884
,0.801088435,434.248
,0.806893424,434.155
,0.812698413,434.439
,0.818503401,435.273
,0.824308390,435.895
,0.830113379,436.336
,0.835918367,436.655
,0.841723356,436.298
,0.847528345,435.747
,0.853333333,435.129
,0.859138322,434.44
,0.864943311,433.888
,0.870748299,433.515
,0.876553288,433.314
,0.882358277,433.564
,0.888163265,434.118
,0.893968254,435.076
,0.899773243,435.953
,0.905578231,436.702
,0.911383220,437.207
,0.917188209,438.313
