startFrame,endFrame,startTime,endTime
79,87,0.458594104308,0.505034013605
87,112,0.505034013605,0.650158730159
112,125,0.650158730159,0.725623582766
125,138,0.725623582766,0.801088435374
138,156,0.801088435374,0.905578231293
156,163,0.905578231293,0.946213151927
163,178,0.946213151927,1.03328798186
178,193,1.03328798186,1.12036281179
193,201,1.12036281179,1.16680272109
223,233,1.29451247166,1.35256235828
233,243,1.35256235828,1.4106122449
243,278,1.4106122449,1.61378684807
278,304,1.61378684807,1.76471655329
304,332,1.76471655329,1.92725623583
332,338,1.92725623583,1.9620861678
351,366,2.03755102041,2.12462585034
366,414,2.12462585034,2.40326530612
414,430,2.40326530612,2.49614512472
430,495,2.49614512472,2.87346938776
495,544,2.87346938776,3.1579138322
544,570,3.1579138322,3.30884353741
570,585,3.30884353741,3.39591836735
585,590,3.39591836735,3.42494331066
590,597,3.42494331066,3.46557823129
597,608,3.46557823129,3.52943310658
608,640,3.52943310658,3.71519274376
640,669,3.71519274376,3.88353741497
669,691,3.88353741497,4.01124716553
691,735,4.01124716553,4.26666666667
735,758,4.26666666667,4.4001814059
758,774,4.4001814059,4.49306122449
782,791,4.53950113379,4.59174603175
791,816,4.59174603175,4.7368707483
816,832,4.7368707483,4.82975056689
832,840,4.82975056689,4.87619047619
840,847,4.87619047619,4.91682539683
980,1005,5.68888888889,5.83401360544
1005,1013,5.83401360544,5.88045351474
1013,1071,5.88045351474,6.21714285714
1071,1079,6.21714285714,6.26358276644
1079,1109,6.26358276644,6.4377324263
1110,1119,6.44353741497,6.49578231293
1119,1130,6.49578231293,6.55963718821
1130,1150,6.55963718821,6.67573696145
1150,1163,6.67573696145,6.75120181406
1163,1175,6.75120181406,6.820861678
1185,1202,6.87891156463,6.97759637188
1202,1218,6.97759637188,7.07047619048
1218,1227,7.07047619048,7.12272108844
1227,1254,7.12272108844,7.27945578231
1254,1263,7.27945578231,7.33170068027
1263,1269,7.33170068027,7.36653061224
1269,1299,7.36653061224,7.54068027211
1315,1328,7.6335600907,7.70902494331
1328,1402,7.70902494331,8.13859410431
1402,1442,8.13859410431,8.37079365079
