startTime,pitch,freq,duration,noteStr
0.464399092,67.1073208228,394.433,0.249614513,G4+10.7c
0.719818593,65.7140322147,363.933,0.545668935,F#4-28.6c
1.329342403,62.5371997209,302.92,0.580498866,D#4-46.3c
1.915646258,64.7502808581,344.227,0.249614512,F4-25.0c
2.234920634,66.7745603381,386.924,0.214784581,G4-22.5c
2.455510203,68.9744454467,439.351,0.179954649,A4-2.6c
2.64126984,65.7112729272,363.875,0.121904762,F#4-28.9c
3.070839001,64.6486419178,342.212,0.441179139,F4-35.1c
3.517823128,65.5279883331,360.043,1.358367347,F#4-47.2c
5.07356009,63.0053975293,311.224,0.313469388,D#4+0.5c
5.416054421,58.4280718539,238.917,0.429569161,A#3+42.8c
6.263582766,60.9728949631,276.749,0.348299319,C#4-2.7c
6.669931972,57.6846763473,228.875,0.191564626,A#3-31.5c
6.93696145,60.9317467376,276.092,0.481814059,C#4-6.8c
7.424580498,57.8077595746,230.508,0.145124717,A#3-19.2c
7.575510203,60.001021318,261.641,0.226394558,C4+0.1c
8.179229024,57.5547683632,227.164,0.365714286,A#3-44.5c
