startTime,pitch,freq,duration,noteStr
0.452789115,68.4000006221,425.012,0.412154195,G#4+40.0c
0.870748298,66.7845352681,387.147,0.121904762,G4-21.5c
0.998458049,64.2873309854,335.144,0.156734694,E4+28.7c
1.288707482,64.224039628,333.921,0.249614513,E4+22.4c
1.544126983,66.355334459,377.667,0.406349207,F#4+35.5c
2.031746031,68.2082268619,420.33,0.220589569,G#4+20.8c
2.258140589,70.7438252947,486.629,0.226394558,B4-25.6c
2.490340135,68.4641188939,426.589,0.499229025,G#4+46.4c
2.995374149,65.3524600806,356.411,0.34829932,F4+35.2c
3.349478457,66.6044175352,383.14,0.354104309,G4-39.6c
3.709387754,67.7183552731,408.603,0.772063492,G#4-28.2c
4.539501133,64.6697249046,342.629,0.371519274,F4-33.0c
5.688888888,59.717900581,257.397,0.342494331,C4-28.2c
6.037188208,62.2366754447,297.707,0.272834467,D4+23.7c
6.315827664,67.3819559557,400.74,0.116099773,G4+38.2c
6.443537414,63.5646590623,321.442,0.185759637,E4-43.5c
6.63510204,62.0912086846,295.216,0.179954649,D4+9.1c
6.878911564,62.247023457,297.885,0.319274376,D4+24.7c
7.203990929,56.8271179505,217.814,0.21478458,A3-17.3c
7.424580498,59.9997640746,261.622,0.110294785,C4-0.0c
7.639365079,59.5112623836,254.343,0.731428571,C4-48.9c
