startFrame,endFrame,startTime,endTime
81,105,0.470204081633,0.609523809524
105,141,0.609523809524,0.818503401361
141,166,0.818503401361,0.963628117914
166,182,0.963628117914,1.05650793651
182,210,1.05650793651,1.21904761905
210,220,1.21904761905,1.27709750567
230,236,1.33514739229,1.36997732426
236,265,1.36997732426,1.53832199546
265,290,1.53832199546,1.68344671202
290,307,1.68344671202,1.78213151927
307,319,1.78213151927,1.85179138322
319,342,1.85179138322,1.98530612245
342,354,1.98530612245,2.05496598639
354,365,2.05496598639,2.11882086168
365,370,2.11882086168,2.14784580499
370,375,2.14784580499,2.1768707483
386,392,2.24072562358,2.27555555556
392,442,2.27555555556,2.56580498866
442,464,2.56580498866,2.69351473923
464,478,2.69351473923,2.7747845805
530,544,3.07664399093,3.1579138322
544,607,3.1579138322,3.52362811791
607,638,3.52362811791,3.70358276644
638,829,3.70358276644,4.81233560091
829,842,4.81233560091,4.88780045351
874,879,5.0735600907,5.10258503401
879,900,5.10258503401,5.22448979592
900,929,5.22448979592,5.39283446712
933,939,5.41605442177,5.45088435374
939,953,5.45088435374,5.53215419501
953,966,5.53215419501,5.60761904762
966,1008,5.60761904762,5.85142857143
1079,1104,6.26358276644,6.40870748299
1104,1120,6.40870748299,6.50158730159
1120,1129,6.50158730159,6.55383219955
1129,1140,6.55383219955,6.61768707483
1149,1183,6.66993197279,6.8673015873
1195,1218,6.93696145125,7.07047619048
1218,1232,7.07047619048,7.15174603175
1232,1248,7.15174603175,7.24462585034
1248,1279,7.24462585034,7.42458049887
1279,1294,7.42458049887,7.5116553288
1294,1314,7.5116553288,7.62775510204
1313,1344,7.62195011338,7.8019047619
1408,1461,8.17342403628,8.48108843537
1461,1472,8.48108843537,8.54494331066
