startFrame,endFrame,startTime,endTime
68,82,0.394739229025,0.476009070295
82,99,0.476009070295,0.574693877551
99,121,0.574693877551,0.702403628118
121,179,0.702403628118,1.03909297052
179,191,1.03909297052,1.10875283447
191,199,1.10875283447,1.15519274376
211,238,1.22485260771,1.38158730159
238,246,1.38158730159,1.42802721088
246,260,1.42802721088,1.50929705215
260,271,1.50929705215,1.57315192744
271,283,1.57315192744,1.64281179138
283,298,1.64281179138,1.72988662132
298,316,1.72988662132,1.83437641723
316,330,1.83437641723,1.9156462585
340,364,1.97369614512,2.11301587302
364,386,2.11301587302,2.24072562358
386,406,2.24072562358,2.35682539683
406,422,2.35682539683,2.44970521542
422,588,2.44970521542,3.41333333333
588,618,3.41333333333,3.5874829932
944,961,5.47990929705,5.57859410431
961,1021,5.57859410431,5.92689342404
1021,1029,5.92689342404,5.97333333333
1029,1058,5.97333333333,6.14167800454
1058,1068,6.14167800454,6.19972789116
1071,1099,6.21714285714,6.37968253968
1099,1106,6.37968253968,6.42031746032
1106,1119,6.42031746032,6.49578231293
1119,1135,6.49578231293,6.58866213152
1136,1142,6.59446712018,6.62929705215
1142,1190,6.62929705215,6.90793650794
1190,1216,6.90793650794,7.05886621315
1216,1224,7.05886621315,7.10530612245
1255,1260,7.28526077098,7.31428571429
1260,1283,7.31428571429,7.44780045351
1283,1299,7.44780045351,7.54068027211
1299,1316,7.54068027211,7.63936507937
1316,1323,7.63936507937,7.68
1323,1338,7.68,7.76707482993
1337,1354,7.76126984127,7.85995464853
1354,1361,7.85995464853,7.90058956916
1361,1386,7.90058956916,8.04571428571
1386,1439,8.04571428571,8.35337868481
1439,1461,8.35337868481,8.48108843537
1462,1469,8.48689342404,8.52752834467
1469,1490,8.52752834467,8.64943310658
1490,1518,8.64943310658,8.81197278912
1518,1555,8.81197278912,9.02675736961
1563,1575,9.07319727891,9.14285714286
1575,1744,9.14285714286,10.1239002268
