startTime,pitch,freq,duration,noteStr
0.371519274,66.7294448829,385.917,0.197369614,G4-27.1c
0.574693877,64.2986916702,335.364,0.731428571,E4+29.9c
1.34095238,64.8954209795,347.125,0.534058957,F4-10.5c
2.083990929,63.9967666728,329.566,0.412154195,E4-0.3c
2.501950113,65.1715511327,352.706,0.661768707,F4+17.2c
3.169523809,63.8935519166,327.607,0.354104308,E4-10.6c
4.603356008,59.1890486331,249.653,0.5630839,B3+18.9c
5.340589568,62.6135000778,304.258,0.284444445,D#4-38.7c
5.630839001,59.9395079807,260.713,0.156734694,C4-6.1c
5.903673469,66.1922484738,374.126,0.580498866,F#4+19.2c
6.594467119,65.2254598842,353.806,0.458594105,F4+22.5c
7.233015872,64.5175754869,339.631,0.557278912,F4-48.2c
7.796099772,66.1680301927,373.603,0.505034014,F#4+16.8c
8.498503401,64.0804556333,331.163,0.325079365,E4+8.0c
8.829387754,62.7459112823,306.594,1.253877551,D#4-25.4c
