startFrame,endFrame,startTime,endTime
66,84,0.383129251701,0.487619047619
84,94,0.487619047619,0.54566893424
94,118,0.54566893424,0.684988662132
118,137,0.684988662132,0.795283446712
137,163,0.795283446712,0.946213151927
163,182,0.946213151927,1.05650793651
182,198,1.05650793651,1.1493877551
207,216,1.20163265306,1.25387755102
216,232,1.25387755102,1.34675736961
232,273,1.34675736961,1.58476190476
273,284,1.58476190476,1.64861678005
284,322,1.64861678005,1.86920634921
322,344,1.86920634921,1.99691609977
344,372,1.99691609977,2.15945578231
372,390,2.15945578231,2.26394557823
402,518,2.33360544218,3.00698412698
518,540,3.00698412698,3.13469387755
540,566,3.13469387755,3.28562358277
579,588,3.36108843537,3.41333333333
588,608,3.41333333333,3.52943310658
608,628,3.52943310658,3.64553287982
628,642,3.64553287982,3.72680272109
652,659,3.78485260771,3.82548752834
659,674,3.82548752834,3.91256235828
674,682,3.91256235828,3.95900226757
682,695,3.95900226757,4.03446712018
695,713,4.03446712018,4.1389569161
713,722,4.1389569161,4.19120181406
722,762,4.19120181406,4.42340136054
762,783,4.42340136054,4.54530612245
783,942,4.54530612245,5.46829931973
942,966,5.46829931973,5.60761904762
966,983,5.60761904762,5.70630385488
983,999,5.70630385488,5.79918367347
999,1019,5.79918367347,5.91528344671
1026,1036,5.95591836735,6.01396825397
1036,1058,6.01396825397,6.14167800454
1058,1079,6.14167800454,6.26358276644
1079,1093,6.26358276644,6.34485260771
1093,1105,6.34485260771,6.41451247166
1105,1109,6.41451247166,6.4377324263
1120,1129,6.50158730159,6.55383219955
1129,1147,6.55383219955,6.65832199546
1147,1235,6.65832199546,7.16916099773
1235,1273,7.16916099773,7.38975056689
1277,1285,7.41297052154,7.45941043084
1285,1315,7.45941043084,7.6335600907
1315,1343,7.6335600907,7.79609977324
1343,1373,7.79609977324,7.97024943311
1372,1398,7.96444444444,8.11537414966
1398,1415,8.11537414966,8.21405895692
1422,1432,8.25469387755,8.31274376417
1432,1446,8.31274376417,8.39401360544
1446,1477,8.39401360544,8.57396825397
1477,1503,8.57396825397,8.72489795918
1503,1534,8.72489795918,8.90485260771
1534,1563,8.90485260771,9.07319727891
1563,1597,9.07319727891,9.27056689342
1597,1622,9.27056689342,9.41569160998
1622,1648,9.41569160998,9.56662131519
1648,1658,9.56662131519,9.62467120181
1662,1682,9.64789115646,9.76399092971
1692,1716,9.82204081633,9.96136054422
1716,1741,9.96136054422,10.1064852608
1741,1757,10.1064852608,10.1993650794
1767,1773,10.257414966,10.292244898
1773,1820,10.292244898,10.5650793651
1820,1835,10.5650793651,10.652154195
1835,1900,10.652154195,11.029478458
1942,1990,11.2732879819,11.5519274376
1990,2297,11.5519274376,13.3340589569
2296,2307,13.3282539683,13.3921088435
2307,2325,13.3921088435,13.4965986395
