startFrame,endFrame,startTime,endTime
81,86,0.470204081633,0.499229024943
86,127,0.499229024943,0.737233560091
127,150,0.737233560091,0.87074829932
150,158,0.87074829932,0.917188208617
158,171,0.917188208617,0.992653061224
171,178,0.992653061224,1.03328798186
178,182,1.03328798186,1.05650793651
182,187,1.05650793651,1.08553287982
220,250,1.27709750567,1.45124716553
250,266,1.45124716553,1.54412698413
266,284,1.54412698413,1.64861678005
284,297,1.64861678005,1.72408163265
297,306,1.72408163265,1.77632653061
306,319,1.77632653061,1.85179138322
319,345,1.85179138322,2.00272108844
345,354,2.00272108844,2.05496598639
354,374,2.05496598639,2.17106575964
374,396,2.17106575964,2.2987755102
396,422,2.2987755102,2.44970521542
422,461,2.44970521542,2.67609977324
461,488,2.67609977324,2.83283446712
488,511,2.83283446712,2.96634920635
511,531,2.96634920635,3.08244897959
531,571,3.08244897959,3.31464852608
571,588,3.31464852608,3.41333333333
588,615,3.41333333333,3.57006802721
615,618,3.57006802721,3.5874829932
618,623,3.5874829932,3.61650793651
623,630,3.61650793651,3.65714285714
630,637,3.65714285714,3.69777777778
637,656,3.69777777778,3.80807256236
786,810,4.56272108844,4.70204081633
810,1013,4.70204081633,5.88045351474
1013,1054,5.88045351474,6.11845804989
1054,1088,6.11845804989,6.3158276644
1118,1128,6.48997732426,6.54802721088
1128,1151,6.54802721088,6.68154195011
1151,1177,6.68154195011,6.83247165533
1177,1187,6.83247165533,6.89052154195
1187,1200,6.89052154195,6.96598639456
1200,1206,6.96598639456,7.00081632653
1217,1233,7.06467120181,7.15755102041
1233,1253,7.15755102041,7.27365079365
1253,1257,7.27365079365,7.2968707483
1264,1288,7.33750566893,7.47682539683
1288,1318,7.47682539683,7.65097505669
1318,1330,7.65097505669,7.72063492063
1330,1338,7.72063492063,7.76707482993
1338,1346,7.76707482993,7.81351473923
1345,1376,7.80770975057,7.98766439909
1376,1405,7.98766439909,8.15600907029
1405,1435,8.15600907029,8.33015873016
1465,1519,8.50430839002,8.81777777778
1519,1533,8.81777777778,8.89904761905
1537,1549,8.9222675737,8.99192743764
1549,1653,8.99192743764,9.5956462585
1653,1665,9.5956462585,9.66530612245
