startTime,pitch,freq,duration,noteStr
0.77786848,67.017593497,392.394,0.400544217,G4+1.8c
1.184195011,65.0990985061,351.233,0.267029478,F4+9.9c
1.457029478,71.6514893306,512.823,0.162539682,C5-34.9c
1.660226757,68.6396813877,430.937,0.371519274,A4-36.0c
2.03755102,66.2024720286,374.347,0.412154195,F#4+20.2c
2.56,68.2771608713,422.007,0.911383219,G#4+27.7c
3.477188208,66.9320105151,390.459,0.876553287,G4-6.8c
4.359523809,68.335848424,423.44,0.319274376,G#4+33.6c
6.263582766,68.1100463104,417.953,0.82430839,G#4+11.0c
7.180748299,68.0643808006,416.852,0.354104308,G#4+6.4c
7.540657596,66.3798874008,378.203,0.116099773,F#4+38.0c
7.662562358,65.0649066638,350.54,0.342494331,F4+6.5c
8.190816326,60.8640814224,275.015,0.435374149,C#4-13.6c
8.823582766,64.8576255095,346.368,0.197369614,F4-14.2c
9.079002267,66.7456766886,386.279,0.493424036,G4-25.4c
9.63047619,68.1918676989,419.933,0.545668934,G#4+19.2c
10.234195011,64.919991174,347.618,0.30185941,F4-8.0c
10.54185941,65.8110881376,365.979,0.998458049,F#4-18.9c
