startTime,pitch,freq,duration,noteStr
0.476009069,62.7091689886,305.944,0.731428572,D#4-29.1c
1.300317459,64.1529691435,332.553,0.487619048,E4+15.3c
1.793741496,66.4464994145,379.661,0.104489796,F#4+44.6c
1.90403628,69.4948393119,452.758,0.226394558,A4+49.5c
2.142040816,66.5439896664,381.805,0.38893424,G4-45.6c
3.012789115,59.8406163929,259.228,0.417959183,C4-15.9c
3.570068026,57.2943120388,223.772,0.383129252,A3+29.4c
3.959002267,58.6199699709,241.58,2.095600907,B3-38.0c
6.060408162,59.8604399532,259.525,0.586303855,C4-14.0c
6.652517006,58.2332167012,236.243,0.313469388,A#3+23.3c
6.971791382,61.155468495,279.683,0.8707483,C#4+15.5c
7.84834467,62.0774221007,294.981,0.272834467,D4+7.7c
8.126984126,64.7655130504,344.53,0.17414966,F4-23.5c
8.359183673,61.6968936123,288.568,0.12770975,D4-30.3c
8.614603174,61.6011187754,286.976,0.197369614,D4-39.9c
8.916462584,57.4724941893,226.087,0.400544218,A3+47.2c
9.351836734,60.2426283848,265.318,0.470204082,C4+24.3c
9.827845804,62.302205191,298.836,0.110294785,D4+30.2c
9.943945577,65.221398074,353.723,0.476009071,F4+22.1c
10.507029478,60.9008683715,275.6,0.377324263,C#4-9.9c
11.006258503,58.0969638164,234.391,0.208979591,A#3+9.7c
11.331337868,53.3191548124,177.863,0.179954648,F3+31.9c
11.569342403,54.2222081465,187.387,0.208979592,F#3+22.2c
12.068571428,58.8728755314,245.135,0.267029478,B3-12.7c
12.422675736,60.3367255577,266.764,0.789478458,C4+33.7c
13.386303854,57.4039015078,225.193,0.307664399,A3+40.4c
13.734603174,59.032383625,247.404,0.330884354,B3+3.2c
14.094512471,60.8221686247,274.35,0.859138322,C#4-17.8c
15.098775509,57.4900972107,226.317,0.296054422,A3+49.0c
15.40063492,58.7772700374,243.785,1.64861678,B3-22.3c
