startTime,pitch,freq,duration,noteStr
0.458594103,64.3444718998,336.252,0.481814059,E4+34.4c
0.946213151,65.8798263969,367.435,0.586303855,F#4-12.0c
1.538321995,68.3454537317,423.675,0.110294784,G#4+34.5c
1.654421768,70.6530466454,484.084,0.21478458,B4-34.7c
1.875011337,68.0684503744,416.95,0.133514739,G#4+6.8c
2.832834466,63.8415273457,326.624,0.145124717,E4-15.9c
2.983764172,61.4622946596,284.684,0.156734693,C#4+46.2c
3.16371882,56.2943413256,211.213,0.179954649,G#3+29.4c
3.366893423,59.67513816,256.762,0.208979592,C4-32.5c
3.581678004,59.5829922302,255.399,0.400544217,C4-41.7c
3.98802721,60.9860892728,276.96,2.101405896,C#4-1.4c
6.234557822,62.5829176753,303.721,0.272834467,D#4-41.7c
6.542222221,59.3235407816,251.6,0.185759638,B3+32.4c
6.733786847,61.5775149175,286.585,0.197369615,D4-42.3c
6.93696145,62.4149218535,300.788,1.050702948,D4+41.5c
7.993469387,66.4665971108,380.102,0.168344671,F#4+46.7c
8.167619047,64.0738674275,331.037,0.121904762,E4+7.4c
8.353378684,61.6432961083,287.676,0.121904762,D4-35.7c
8.521723355,59.292824742,251.154,0.539863946,B3+29.3c
9.067392289,61.419307723,283.978,0.116099774,C#4+41.9c
9.247346938,63.4257953489,318.874,0.203174603,D#4+42.6c
9.45632653,61.5425026712,286.006,0.179954648,D4-45.8c
9.642086167,66.5500646173,381.939,0.208979592,G4-45.0c
9.856870747,68.3581980814,423.987,0.156734694,G#4+35.8c
10.054240362,61.6710769647,288.138,0.487619048,D4-32.9c
10.594104308,58.8065034353,244.197,0.174149659,B3-19.4c
10.808888888,55.28004802,199.194,0.191564626,G3+28.0c
11.383582766,59.3492562337,251.974,0.156734693,B3+34.9c
11.598367346,61.7293199645,289.109,0.301859411,D4-27.1c
11.998911564,63.046068408,311.956,0.487619047,D#4+4.6c
12.4923356,60.6586559305,271.771,0.296054422,C#4-34.1c
12.834829931,59.8609736073,259.533,0.325079365,C4-13.9c
13.217959183,61.1319305517,279.303,0.272834467,C#4+13.2c
13.606893423,63.1199423624,313.29,0.116099773,D#4+12.0c
13.728798185,65.2744201834,354.808,0.133514739,F4+27.4c
13.868117913,63.1434670438,313.716,0.220589569,D#4+14.3c
14.094512471,61.0591946074,278.132,0.290249433,C#4+5.9c
14.419591836,59.9448194719,260.793,0.377324263,C4-5.5c
14.860770974,60.7994997704,273.991,2.176870749,C#4-20.1c
