"/Users/gong/Documents/github/MTG/ICASSP2016/exampleAudios/05/teacher.mp3",0.458594103,0.481814059,336.252
,0.946213151,0.586303855,367.435
,1.538321995,0.110294784,423.675
,1.654421768,0.214784580,484.084
,1.875011337,0.133514739,416.95
,2.832834466,0.145124717,326.624
,2.983764172,0.156734693,284.684
,3.163718820,0.179954649,211.213
,3.366893423,0.208979592,256.762
,3.581678004,0.400544217,255.399
,3.988027210,2.101405896,276.96
,6.234557822,0.272834467,303.721
,6.542222221,0.185759638,251.6
,6.733786847,0.197369615,286.585
,6.936961450,1.050702948,300.788
,7.993469387,0.168344671,380.102
,8.167619047,0.121904762,331.037
,8.353378684,0.121904762,287.676
,8.521723355,0.539863946,251.154
,9.067392289,0.116099774,283.978
,9.247346938,0.203174603,318.874
,9.456326530,0.179954648,286.006
,9.642086167,0.208979592,381.939
,9.856870747,0.156734694,423.987
,10.054240362,0.487619048,288.138
,10.594104308,0.174149659,244.197
,10.808888888,0.191564626,199.194
,11.383582766,0.156734693,251.974
,11.598367346,0.301859411,289.109
,11.998911564,0.487619047,311.956
,12.492335600,0.296054422,271.771
,12.834829931,0.325079365,259.533
,13.217959183,0.272834467,279.303
,13.606893423,0.116099773,313.29
,13.728798185,0.133514739,354.808
,13.868117913,0.220589569,313.716
,14.094512471,0.290249433,278.132
,14.419591836,0.377324263,260.793
,14.860770974,2.176870749,273.991
