startFrame,endFrame,startTime,endTime
80,92,0.464399092971,0.534058956916
92,116,0.534058956916,0.673378684807
116,128,0.673378684807,0.743038548753
128,145,0.743038548753,0.841723356009
145,173,0.841723356009,1.00426303855
173,223,1.00426303855,1.29451247166
223,247,1.29451247166,1.43383219955
247,310,1.43383219955,1.79954648526
310,348,1.79954648526,2.02013605442
489,515,2.83863945578,2.989569161
515,522,2.989569161,3.03020408163
522,533,3.03020408163,3.09405895692
533,543,3.09405895692,3.15210884354
546,578,3.16952380952,3.35528344671
581,603,3.3726984127,3.50040816327
603,624,3.50040816327,3.62231292517
624,648,3.62231292517,3.76163265306
648,675,3.76163265306,3.91836734694
675,688,3.91836734694,3.99383219955
687,1001,3.98802721088,5.81079365079
1001,1050,5.81079365079,6.09523809524
1074,1085,6.23455782313,6.29841269841
1085,1101,6.29841269841,6.39129251701
1101,1116,6.39129251701,6.47836734694
1116,1122,6.47836734694,6.51319727891
1127,1132,6.54222222222,6.57124716553
1132,1149,6.57124716553,6.66993197279
1149,1160,6.66993197279,6.73378684807
1160,1181,6.73378684807,6.85569160998
1181,1190,6.85569160998,6.90793650794
1190,1209,6.90793650794,7.01823129252
1209,1242,7.01823129252,7.20979591837
1242,1256,7.20979591837,7.29106575964
1256,1353,7.29106575964,7.85414965986
1353,1392,7.85414965986,8.08054421769
1391,1415,8.07473922902,8.21405895692
1415,1428,8.21405895692,8.28952380952
1438,1446,8.34757369615,8.39401360544
1446,1460,8.39401360544,8.47528344671
1467,1475,8.51591836735,8.56235827664
1475,1487,8.56235827664,8.63201814059
1487,1497,8.63201814059,8.69006802721
1497,1521,8.69006802721,8.8293877551
1521,1534,8.8293877551,8.90485260771
1534,1546,8.90485260771,8.97451247166
1546,1554,8.97451247166,9.02095238095
1554,1575,9.02095238095,9.14285714286
1575,1582,9.14285714286,9.18349206349
1592,1599,9.24154195011,9.28217687075
1599,1606,9.28217687075,9.32281179138
1606,1617,9.32281179138,9.38666666667
1617,1634,9.38666666667,9.48535147392
1634,1644,9.48535147392,9.54340136054
1644,1652,9.54340136054,9.58984126984
1652,1668,9.58984126984,9.68272108844
1668,1674,9.68272108844,9.71755102041
1674,1690,9.71755102041,9.810430839
1690,1714,9.810430839,9.94975056689
1714,1725,9.94975056689,10.0136054422
1731,1738,10.0484353741,10.0890702948
1738,1781,10.0890702948,10.3386848073
1781,1802,10.3386848073,10.4605895692
1802,1816,10.4605895692,10.5418594104
1824,1830,10.5882993197,10.6231292517
1830,1852,10.6231292517,10.7508390023
1852,1855,10.7508390023,10.7682539683
1861,1868,10.8030839002,10.8437188209
1868,1886,10.8437188209,10.9482086168
1886,1895,10.9482086168,11.0004535147
1959,1982,11.3719727891,11.5054875283
1982,1987,11.5054875283,11.5345124717
1996,2001,11.5867573696,11.6157823129
2001,2036,11.6157823129,11.8189569161
2036,2049,11.8189569161,11.8944217687
2065,2113,11.9873015873,12.2659410431
2113,2137,12.2659410431,12.405260771
2137,2163,12.405260771,12.5561904762
2163,2202,12.5561904762,12.782585034
2209,2216,12.8232199546,12.8638548753
2216,2234,12.8638548753,12.9683446712
2234,2250,12.9683446712,13.0612244898
2250,2266,13.0612244898,13.1541043084
2275,2279,13.2063492063,13.229569161
2279,2323,13.229569161,13.4849886621
2342,2376,13.5952834467,13.7926530612
2376,2399,13.7926530612,13.9261678005
2399,2415,13.9261678005,14.019047619
2415,2437,14.019047619,14.1467573696
2437,2477,14.1467573696,14.3789569161
2482,2494,14.4079818594,14.4776417234
2494,2512,14.4776417234,14.5821315193
2512,2529,14.5821315193,14.6808163265
2529,2542,14.6808163265,14.7562811791
2542,2548,14.7562811791,14.7911111111
2558,2900,14.8491609977,16.8344671202
2900,2934,16.8344671202,17.0318367347
