startFrame,endFrame,startTime,endTime
83,115,0.481814058957,0.667573696145
115,147,0.667573696145,0.853333333333
147,161,0.853333333333,0.934603174603
161,181,0.934603174603,1.05070294785
181,199,1.05070294785,1.15519274376
199,210,1.15519274376,1.21904761905
225,255,1.30612244898,1.48027210884
255,284,1.48027210884,1.64861678005
284,355,1.64861678005,2.06077097506
355,390,2.06077097506,2.26394557823
390,397,2.26394557823,2.30458049887
397,407,2.30458049887,2.36263038549
407,417,2.36263038549,2.42068027211
417,424,2.42068027211,2.46131519274
424,438,2.46131519274,2.54258503401
520,543,3.01859410431,3.15210884354
543,556,3.15210884354,3.22757369615
556,571,3.22757369615,3.31464852608
571,582,3.31464852608,3.37850340136
582,593,3.37850340136,3.44235827664
616,625,3.57587301587,3.62811791383
625,645,3.62811791383,3.74421768707
645,671,3.74421768707,3.89514739229
671,683,3.89514739229,3.96480725624
682,869,3.95900226757,5.04453514739
869,1044,5.04453514739,6.06040816327
1044,1062,6.06040816327,6.16489795918
1062,1069,6.16489795918,6.20553287982
1069,1079,6.20553287982,6.26358276644
1079,1095,6.26358276644,6.35646258503
1095,1114,6.35646258503,6.46675736961
1114,1131,6.46675736961,6.56544217687
1131,1146,6.56544217687,6.6525170068
1146,1159,6.6525170068,6.72798185941
1159,1187,6.72798185941,6.89052154195
1187,1194,6.89052154195,6.93115646259
1194,1222,6.93115646259,7.09369614512
1222,1245,7.09369614512,7.22721088435
1245,1279,7.22721088435,7.42458049887
1279,1306,7.42458049887,7.58131519274
1306,1329,7.58131519274,7.71482993197
1329,1360,7.71482993197,7.8947845805
1359,1363,7.88897959184,7.91219954649
1363,1372,7.91219954649,7.96444444444
1372,1384,7.96444444444,8.03410430839
1384,1413,8.03410430839,8.20244897959
1413,1426,8.20244897959,8.2779138322
1426,1430,8.2779138322,8.30113378685
1439,1462,8.35337868481,8.48689342404
1483,1490,8.60879818594,8.64943310658
1490,1504,8.64943310658,8.73070294785
1504,1518,8.73070294785,8.81197278912
1535,1551,8.91065759637,9.00353741497
1551,1569,9.00353741497,9.10802721088
1569,1594,9.10802721088,9.25315192744
1594,1605,9.25315192744,9.31700680272
1610,1616,9.34603174603,9.380861678
1616,1641,9.380861678,9.52598639456
1641,1679,9.52598639456,9.74657596372
1679,1698,9.74657596372,9.8568707483
1698,1704,9.8568707483,9.89170068027
1704,1729,9.89170068027,10.0368253968
1729,1779,10.0368253968,10.3270748299
1779,1795,10.3270748299,10.4199546485
1809,1839,10.5012244898,10.6753741497
1839,1861,10.6753741497,10.8030839002
1861,1875,10.8030839002,10.8843537415
1895,1920,11.0004535147,11.1455782313
1920,1932,11.1455782313,11.2152380952
1950,1967,11.3197278912,11.4184126984
1967,1982,11.4184126984,11.5054875283
1991,2010,11.5577324263,11.6680272109
2010,2028,11.6680272109,11.7725170068
2077,2110,12.0569614512,12.2485260771
2110,2120,12.2485260771,12.3065759637
2120,2124,12.3065759637,12.3297959184
2138,2156,12.4110657596,12.5155555556
2156,2165,12.5155555556,12.5678004535
2165,2275,12.5678004535,13.2063492063
2304,2319,13.3746938776,13.4617687075
2319,2333,13.4617687075,13.5430385488
2333,2351,13.5430385488,13.6475283447
2351,2358,13.6475283447,13.6881632653
2364,2379,13.7229931973,13.8100680272
2379,2422,13.8100680272,14.0596825397
2426,2435,14.0829024943,14.1351473923
2435,2446,14.1351473923,14.1990022676
2446,2463,14.1990022676,14.2976870748
2463,2575,14.2976870748,14.947845805
2598,2622,15.0813605442,15.2206802721
2622,2637,15.2206802721,15.307755102
2637,2650,15.307755102,15.3832199546
2650,2935,15.3832199546,17.0376417234
