"/Users/gong/Documents/github/MTG/ICASSP2016/exampleAudios/05/student.mp3",0.476009069,0.731428572,305.944
,1.300317459,0.487619048,332.553
,1.793741496,0.104489796,379.661
,1.904036280,0.226394558,452.758
,2.142040816,0.388934240,381.805
,3.012789115,0.417959183,259.228
,3.570068026,0.383129252,223.772
,3.959002267,2.095600907,241.58
,6.060408162,0.586303855,259.525
,6.652517006,0.313469388,236.243
,6.971791382,0.870748300,279.683
,7.848344670,0.272834467,294.981
,8.126984126,0.174149660,344.53
,8.359183673,0.127709750,288.568
,8.614603174,0.197369614,286.976
,8.916462584,0.400544218,226.087
,9.351836734,0.470204082,265.318
,9.827845804,0.110294785,298.836
,9.943945577,0.476009071,353.723
,10.507029478,0.377324263,275.6
,11.006258503,0.208979591,234.391
,11.331337868,0.179954648,177.863
,11.569342403,0.208979592,187.387
,12.068571428,0.267029478,245.135
,12.422675736,0.789478458,266.764
,13.386303854,0.307664399,225.193
,13.734603174,0.330884354,247.404
,14.094512471,0.859138322,274.35
,15.098775509,0.296054422,226.317
,15.400634920,1.648616780,243.785
