startFrame,endFrame,startTime,endTime
64,160,0.371519274376,0.928798185941
160,170,0.928798185941,0.986848072562
170,203,0.986848072562,1.17841269841
203,224,1.17841269841,1.30031746032
224,234,1.30031746032,1.35836734694
240,304,1.39319727891,1.76471655329
304,314,1.76471655329,1.82276643991
317,329,1.8401814059,1.90984126984
329,371,1.90984126984,2.15365079365
482,526,2.79800453515,3.05342403628
526,549,3.05342403628,3.18693877551
549,607,3.18693877551,3.52362811791
619,648,3.59328798186,3.76163265306
648,665,3.76163265306,3.86031746032
665,696,3.86031746032,4.04027210884
695,710,4.03446712018,4.12154195011
710,744,4.12154195011,4.31891156463
744,773,4.31891156463,4.48725623583
773,795,4.48725623583,4.61496598639
816,854,4.7368707483,4.95746031746
854,875,4.95746031746,5.07936507937
888,1362,5.15482993197,7.90639455782
1362,1394,7.90639455782,8.09215419501
1411,1425,8.19083900227,8.27210884354
1425,1455,8.27210884354,8.4462585034
1455,1483,8.4462585034,8.60879818594
1483,1509,8.60879818594,8.75972789116
1509,1540,8.75972789116,8.93968253968
1540,1571,8.93968253968,9.11963718821
1571,1595,9.11963718821,9.2589569161
1595,1606,9.2589569161,9.32281179138
1606,1611,9.32281179138,9.35183673469
1622,1625,9.41569160998,9.43310657596
1625,1640,9.43310657596,9.5201814059
1640,1647,9.5201814059,9.56081632653
1647,1652,9.56081632653,9.58984126984
1652,1686,9.58984126984,9.78721088435
1686,1712,9.78721088435,9.93814058957
1712,1742,9.93814058957,10.1122902494
1742,1801,10.1122902494,10.4547845805
1801,1826,10.4547845805,10.5999092971
1826,1842,10.5999092971,10.6927891156
1864,1891,10.8204988662,10.9772335601
1891,1993,10.9772335601,11.5693424036
2005,2023,11.6390022676,11.7434920635
2023,2043,11.7434920635,11.8595918367
2043,2065,11.8595918367,11.9873015873
2090,2109,12.1324263039,12.2427210884
2109,2220,12.2427210884,12.8870748299
2220,2239,12.8870748299,12.9973696145
2239,2276,12.9973696145,13.212154195
2276,2312,13.212154195,13.4211337868
2312,2352,13.4211337868,13.6533333333
2352,2394,13.6533333333,13.8971428571
2394,2565,13.8971428571,14.8897959184
2565,2613,14.8897959184,15.1684353741
