"/Users/gong/Documents/github/MTG/ICASSP2016/exampleAudios/02/teacher.mp3",0.632743763,0.586303855,339.998
,1.224852607,0.615328798,373.398
,1.944671201,0.243809524,500.365
,2.194285713,0.121904762,432.731
,3.157913831,0.220589570,376.73
,3.407528344,0.278639456,293.796
,3.691972788,0.110294785,355.272
,3.854512471,0.383129252,342.038
,4.243446711,0.267029479,377.647
,4.516281178,0.249614513,424.574
,4.771700679,0.423764173,360.069
,5.201269840,1.230657597,345.056
,6.437732425,0.975238096,359.399
,7.441995464,0.406349206,288.766
,7.947029478,0.505034013,414.253
,8.475283446,0.661768707,388.946
,9.142857142,0.400544218,343.058
,9.549206348,0.464399093,320.454
,10.089070294,0.638548753,292.254
,10.733424035,0.487619048,275.998
,11.279092970,0.563083900,257.254
,11.871201813,2.083990930,275.692
