startTime,pitch,freq,duration,noteStr
0.632743763,64.5362728338,339.998,0.586303855,F4-46.4c
1.224852607,66.1585281174,373.398,0.615328798,F#4+15.8c
1.944671201,71.2257282516,500.365,0.243809524,B4+22.6c
2.194285713,68.7116034307,432.731,0.121904762,A4-28.8c
3.157913831,66.3123287965,376.73,0.22058957,F#4+31.2c
3.407528344,62.0077347617,293.796,0.278639456,D4+0.8c
3.691972788,65.2970455978,355.272,0.110294785,F4+29.7c
3.854512471,64.6398371029,342.038,0.383129252,F4-36.0c
4.243446711,66.3544176302,377.647,0.267029479,F#4+35.4c
4.516281178,68.3821500318,424.574,0.249614513,G#4+38.2c
4.771700679,65.5292384743,360.069,0.423764173,F#4-47.1c
5.20126984,64.7919239487,345.056,1.230657597,F4-20.8c
6.437732425,65.496994451,359.399,0.975238096,F4+49.7c
7.441995464,61.7087683453,288.766,0.406349206,D4-29.1c
7.947029478,67.9561034599,414.253,0.505034013,G#4-4.4c
8.475283446,66.8647961552,388.946,0.661768707,G4-13.5c
9.142857142,64.6913878355,343.058,0.400544218,F4-30.9c
9.549206348,63.5113650523,320.454,0.464399093,E4-48.9c
10.089070294,61.9166309629,292.254,0.638548753,D4-8.3c
10.733424035,60.9258514668,275.998,0.487619048,C#4-7.4c
11.27909297,59.7082798293,257.254,0.5630839,C4-29.2c
11.871201813,60.9066465629,275.692,2.08399093,C#4-9.3c
